DATE_ID,DATE_CD,MONTH_VALUE,YEAR_VALUE,QUARTER_VALUE,create_date,update_date
419,2019-01-01,1,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
420,2019-02-01,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
421,2019-02-02,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
422,2019-02-03,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
423,2019-02-04,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
424,2019-02-05,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
425,2019-02-06,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
426,2019-02-07,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
427,2019-02-08,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
428,2019-02-09,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
429,2019-02-10,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
430,2019-02-11,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
431,2019-02-12,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
432,2019-02-13,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
433,2019-02-14,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
434,2019-02-15,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
435,2019-02-16,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
436,2019-02-17,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
437,2019-02-18,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
438,2019-02-19,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
439,2019-02-20,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
440,2019-02-21,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
441,2019-02-22,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
442,2019-02-23,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
443,2019-02-24,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
444,2019-02-25,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
445,2019-02-26,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
446,2019-02-27,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
447,2019-02-28,2,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
448,2019-03-01,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
449,2019-03-02,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
450,2019-03-03,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
451,2019-03-04,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
452,2019-03-05,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
453,2019-03-06,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
454,2019-03-07,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
455,2019-03-08,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
456,2019-03-09,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
457,2019-03-10,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
458,2019-03-11,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
459,2019-03-12,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
460,2019-03-13,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
461,2019-03-14,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
462,2019-03-15,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
463,2019-03-16,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
464,2019-03-17,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
465,2019-03-18,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
466,2019-03-19,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
467,2019-03-20,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
468,2019-03-21,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
469,2019-03-22,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
470,2019-03-23,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
471,2019-03-24,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
472,2019-03-25,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
473,2019-03-26,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
474,2019-03-27,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
475,2019-03-28,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
476,2019-03-29,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
477,2019-03-30,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
478,2019-03-31,3,2019,1,2024-11-28 20:01:50,2024-11-28 20:01:50
479,2019-04-01,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
480,2019-04-02,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
481,2019-04-03,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
482,2019-04-04,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
483,2019-04-05,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
484,2019-04-06,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
485,2019-04-07,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
486,2019-04-08,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
487,2019-04-09,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
488,2019-04-10,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
489,2019-04-11,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
490,2019-04-12,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
491,2019-04-13,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
492,2019-04-14,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
493,2019-04-15,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
494,2019-04-16,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
495,2019-04-17,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
496,2019-04-18,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
497,2019-04-19,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
498,2019-04-20,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
499,2019-04-21,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
500,2019-04-22,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
501,2019-04-23,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
502,2019-04-24,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
503,2019-04-25,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
504,2019-04-26,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
505,2019-04-27,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
506,2019-04-28,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
507,2019-04-29,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
508,2019-04-30,4,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
509,2019-05-01,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
510,2019-05-02,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
511,2019-05-03,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
512,2019-05-04,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
513,2019-05-05,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
514,2019-05-06,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
515,2019-05-07,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
516,2019-05-08,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
517,2019-05-09,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
518,2019-05-10,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
519,2019-05-11,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
520,2019-05-12,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
521,2019-05-13,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
522,2019-05-14,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
523,2019-05-15,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
524,2019-05-16,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
525,2019-05-17,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
526,2019-05-18,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
527,2019-05-19,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
528,2019-05-20,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
529,2019-05-21,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
530,2019-05-22,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
531,2019-05-23,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
532,2019-05-24,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
533,2019-05-25,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
534,2019-05-26,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
535,2019-05-27,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
536,2019-05-28,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
537,2019-05-29,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
538,2019-05-30,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
539,2019-05-31,5,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
540,2019-06-01,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
541,2019-06-02,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
542,2019-06-03,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
543,2019-06-04,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
544,2019-06-05,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
545,2019-06-06,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
546,2019-06-07,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
547,2019-06-08,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
548,2019-06-09,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
549,2019-06-10,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
550,2019-06-11,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
551,2019-06-12,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
552,2019-06-13,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
553,2019-06-14,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
554,2019-06-15,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
555,2019-06-16,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
556,2019-06-17,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
557,2019-06-18,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
558,2019-06-19,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
559,2019-06-20,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
560,2019-06-21,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
561,2019-06-22,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
562,2019-06-23,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
563,2019-06-24,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
564,2019-06-25,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
565,2019-06-26,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
566,2019-06-27,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
567,2019-06-28,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
568,2019-06-29,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
569,2019-06-30,6,2019,2,2024-11-28 20:01:50,2024-11-28 20:01:50
570,2019-07-01,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
571,2019-07-02,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
572,2019-07-03,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
573,2019-07-04,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
574,2019-07-05,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
575,2019-07-06,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
576,2019-07-07,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
577,2019-07-08,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
578,2019-07-09,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
579,2019-07-10,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
580,2019-07-11,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
581,2019-07-12,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
582,2019-07-13,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
583,2019-07-14,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
584,2019-07-15,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
585,2019-07-16,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
586,2019-07-17,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
587,2019-07-18,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
588,2019-07-19,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
589,2019-07-20,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
590,2019-07-21,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
591,2019-07-22,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
592,2019-07-23,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
593,2019-07-24,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
594,2019-07-25,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
595,2019-07-26,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
596,2019-07-27,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
597,2019-07-28,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
598,2019-07-29,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
599,2019-07-30,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
600,2019-07-31,7,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
601,2019-08-01,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
602,2019-08-02,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
603,2019-08-03,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
604,2019-08-04,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
605,2019-08-05,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
606,2019-08-06,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
607,2019-08-07,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
608,2019-08-08,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
609,2019-08-09,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
610,2019-08-10,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
611,2019-08-11,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
612,2019-08-12,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
613,2019-08-13,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
614,2019-08-14,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
615,2019-08-15,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
616,2019-08-16,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
617,2019-08-17,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
618,2019-08-18,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
619,2019-08-19,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
620,2019-08-20,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
621,2019-08-21,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
622,2019-08-22,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
623,2019-08-23,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
624,2019-08-24,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
625,2019-08-25,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
626,2019-08-26,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50
627,2019-08-27,8,2019,3,2024-11-28 20:01:50,2024-11-28 20:01:50